1,0.122655049
1,0.122341249
1,0.31405202
1,0.23984712
1,0.07839693
1,0.066795035
1,0.171951405
1,0.196804329
1,0.230444318
1,0.131193562
1,0.180341222
1,0.067929456
1,0.208997642
1,0.141402213
1,0.064136214
1,0.183999476
1,0.153468172
1,0.165806819
1,0.242893741
1,0.13991537
1,0.174131383
1,0.087725914
1,0.121758966
1,0.192235055
1,0.062407421
1,0.141236819
1,0.175782703
1,0.15076029
1,0.076250361
1,0.255313444
1,0.137696037
1,0.214787317
1,0.148848168
1,0.217761979
1,0.164288572
1,0.155239334
1,0.229752814
1,0.167306552
1,0.201426239
1,0.091599124
1,0.216842603
1,0.165604093
1,0.163472518
1,0.206159535
1,0.128864466
1,0.139326054
1,0.216849854
1,0.249400784
1,0.219553258
1,0.145540903
1,0.220793951
1,0.099402378
1,0.09588842
1,0.152568279
1,0.145944791
1,0.185735835
1,0.192643732
1,0.291118864
1,0.292000534
1,0.155736941
1,0.157115569
1,0.093332222
1,0.166729876
1,0.218253357
1,0.045597063
1,0.260685032
1,0.203800054
1,0.186969722
1,0.073761495
1,0.058660261
1,0.140956961
1,0.48577175
1,0.055724697
1,0.066060455
1,0.176618079
1,0.116963196
1,0.266287113
1,0.139090076
1,0.036911126
1,0.263961494
1,0.163747626
1,0.255231231
1,0.149273845
1,0.106340244
1,0.126790105
1,0.120875855
1,0.106636181
1,0.104737928
1,0.114184389
1,0.152167743
1,0.187260192
1,0.092211696
1,0.109664998
1,0.022852914
1,0.138001524
1,0.140730713
1,0.14553339
1,0.174791971
1,0.153186682
1,0.147990206
1,0.194128766
1,0.231929283
1,0.248754135
1,0.186888589
1,0.13918549
1,0.166228974
1,0.14225836
1,0.19740849
1,0.25395913
1,0.173022346
1,0.145114764
1,0.201580544
1,0.376675071
1,0.103157534
1,0.167095224
1,0.244646727
1,0.158711052
1,0.221451323
1,0.081177079
1,0.301371085
1,0.165838705
1,0.186596596
1,0.071079771
1,0.257666882
1,0.15854614
1,0.209227616
1,0.090276849
1,0.062984231
1,0.175539365
1,0.110687468
1,0.202611218
1,0.17600524
1,0.208768224
1,0.05855808
1,0.110831728
1,0.140566484
1,0.216950221
1,0.218909568
1,0.29285226
1,0.284658719
1,0.174858091
1,0.107680985
1,0.112930675
1,0.205775935
1,0.153067648
1,0.19898907
1,0.146710866
1,0.066804746
1,0.204677702
1,0.062548354
1,0.226192391
1,0.208700752
1,0.040651349
1,0.187598762
1,0.115759975
1,0.253028955
1,0.088611855
1,0.126140017
1,0.172311473
1,0.148110251
1,0.218095991
1,0.135766225
1,0.159551136
1,0.203564397
1,0.109452058
1,0.17044771
1,0.230642125
1,0.146892267
1,0.167933104
1,0.188111814
1,0.238402244
1,0.113052041
1,0.056615759
1,0.180399254
1,0.22116376
1,0.087312646
1,0.100306643
1,0.011640317
1,0.12864383
1,0.217857189
1,0.053441188
1,0.190476079
1,0.160321915
1,0.074720037
1,0.188878956
1,0.066424495
1,0.137655785
1,0.329658152
1,0.147877605
1,0.150002639
1,0.242778857
1,0.262786309
1,0.160926359
1,0.141235837
1,0.207515892
1,0.159576759
1,0.125508214
1,0.266228568
1,0.129733058
1,0.08943246
1,0.061714646
1,0.119043892
1,0.109667533
1,0.044608055
1,0.089466493
1,0.424796447
1,0.245854026
1,0.127383695
1,0.167921554
1,0.213447017
1,0.18974351
1,0.186717675
1,0.23837598
1,0.041064702
1,0.204095304
1,0.14069858
1,0.110064982
1,0.376675071
1,0.085147965
1,0.113144903
1,0.177526756
1,0.286411506
1,0.263200876
1,0.215989505
1,0.104281786
1,0.094426817
1,0.071882141
1,0.254946146
1,0.166827328
1,0.245137879
1,0.204656924
1,0.117317572
1,0.146803743
1,0.120750603
1,0.09507879
1,0.090398353
1,0.235921074
1,0.174666711
1,0.148750144
1,0.0933219
1,0.250928085
1,0.18365882
1,0.217359478
1,0.058660261
1,0.104627319
1,0.165502519
1,0.072183415
1,0.034581934
